"tmpd","date","month","year","tempc"
43.5,1987-03-21,"3",1987,6.38888888888889
48,1987-03-22,"3",1987,8.88888888888889
53.5,1987-03-23,"3",1987,11.9444444444444
57.5,1987-03-24,"3",1987,14.1666666666667
45,1987-03-25,"3",1987,7.22222222222222
45,1987-03-26,"3",1987,7.22222222222222
43,1987-03-27,"3",1987,6.11111111111111
46,1987-03-28,"3",1987,7.77777777777778
39.5,1987-03-29,"3",1987,4.16666666666667
29,1987-03-30,"3",1987,-1.66666666666667
30,1987-03-31,"3",1987,-1.11111111111111
41.5,1987-04-01,"4",1987,5.27777777777778
29.5,1987-04-02,"4",1987,-1.38888888888889
28,1987-04-03,"4",1987,-2.22222222222222
35.5,1987-04-04,"4",1987,1.94444444444444
43.5,1987-04-05,"4",1987,6.38888888888889
50,1987-04-06,"4",1987,10
49.5,1987-04-07,"4",1987,9.72222222222222
40,1987-04-08,"4",1987,4.44444444444444
50,1987-04-09,"4",1987,10
59.5,1987-04-10,"4",1987,15.2777777777778
51,1987-04-11,"4",1987,10.5555555555556
49.5,1987-04-12,"4",1987,9.72222222222222
48,1987-04-13,"4",1987,8.88888888888889
52.5,1987-04-14,"4",1987,11.3888888888889
51.5,1987-04-15,"4",1987,10.8333333333333
54,1987-04-16,"4",1987,12.2222222222222
57.5,1987-04-17,"4",1987,14.1666666666667
61.5,1987-04-18,"4",1987,16.3888888888889
64,1987-04-19,"4",1987,17.7777777777778
71,1987-04-20,"4",1987,21.6666666666667
56,1987-04-21,"4",1987,13.3333333333333
47,1987-04-22,"4",1987,8.33333333333333
52,1987-04-23,"4",1987,11.1111111111111
49,1987-04-24,"4",1987,9.44444444444444
51,1987-04-25,"4",1987,10.5555555555556
57,1987-04-26,"4",1987,13.8888888888889
56.5,1987-04-27,"4",1987,13.6111111111111
53.5,1987-04-28,"4",1987,11.9444444444444
64.5,1987-04-29,"4",1987,18.0555555555556
46,1987-04-30,"4",1987,7.77777777777778
53.5,1987-05-01,"5",1987,11.9444444444444
53,1987-05-02,"5",1987,11.6666666666667
45,1987-05-03,"5",1987,7.22222222222222
48,1987-05-04,"5",1987,8.88888888888889
50.5,1987-05-05,"5",1987,10.2777777777778
58,1987-05-06,"5",1987,14.4444444444444
59.5,1987-05-07,"5",1987,15.2777777777778
59,1987-05-08,"5",1987,15
69.5,1987-05-09,"5",1987,20.8333333333333
74.5,1987-05-10,"5",1987,23.6111111111111
71,1987-05-11,"5",1987,21.6666666666667
51.5,1987-05-12,"5",1987,10.8333333333333
59,1987-05-13,"5",1987,15
69,1987-05-14,"5",1987,20.5555555555556
56.5,1987-05-15,"5",1987,13.6111111111111
62.5,1987-05-16,"5",1987,16.9444444444444
70.5,1987-05-17,"5",1987,21.3888888888889
66.5,1987-05-18,"5",1987,19.1666666666667
67.5,1987-05-19,"5",1987,19.7222222222222
66.5,1987-05-20,"5",1987,19.1666666666667
74,1987-05-21,"5",1987,23.3333333333333
61.5,1987-05-22,"5",1987,16.3888888888889
51,1987-05-23,"5",1987,10.5555555555556
50.5,1987-05-24,"5",1987,10.2777777777778
57.5,1987-05-25,"5",1987,14.1666666666667
73,1987-05-26,"5",1987,22.7777777777778
78.5,1987-05-27,"5",1987,25.8333333333333
78.5,1987-05-28,"5",1987,25.8333333333333
78.5,1987-05-29,"5",1987,25.8333333333333
76,1987-05-30,"5",1987,24.4444444444444
76,1987-05-31,"5",1987,24.4444444444444
74.5,1987-06-01,"6",1987,23.6111111111111
72,1987-06-02,"6",1987,22.2222222222222
69,1987-06-03,"6",1987,20.5555555555556
63,1987-06-04,"6",1987,17.2222222222222
70,1987-06-05,"6",1987,21.1111111111111
71,1987-06-06,"6",1987,21.6666666666667
77.5,1987-06-07,"6",1987,25.2777777777778
74.5,1987-06-08,"6",1987,23.6111111111111
57.5,1987-06-09,"6",1987,14.1666666666667
61,1987-06-10,"6",1987,16.1111111111111
72.5,1987-06-11,"6",1987,22.5
80,1987-06-12,"6",1987,26.6666666666667
77,1987-06-13,"6",1987,25
83,1987-06-14,"6",1987,28.3333333333333
73.5,1987-06-15,"6",1987,23.0555555555556
75,1987-06-16,"6",1987,23.8888888888889
77,1987-06-17,"6",1987,25
80.5,1987-06-18,"6",1987,26.9444444444444
77.5,1987-06-19,"6",1987,25.2777777777778
77,1987-06-20,"6",1987,25
76,1987-06-21,"6",1987,24.4444444444444
67,1987-06-22,"6",1987,19.4444444444444
72.5,1987-06-23,"6",1987,22.5
76,1987-06-24,"6",1987,24.4444444444444
70.5,1987-06-25,"6",1987,21.3888888888889
69,1987-06-26,"6",1987,20.5555555555556
64.5,1987-06-27,"6",1987,18.0555555555556
72,1987-06-28,"6",1987,22.2222222222222
72.5,1987-06-29,"6",1987,22.5
70.5,1987-06-30,"6",1987,21.3888888888889
68.5,1987-07-01,"7",1987,20.2777777777778
71,1987-07-02,"7",1987,21.6666666666667
77.5,1987-07-03,"7",1987,25.2777777777778
72.5,1987-07-04,"7",1987,22.5
72.5,1987-07-05,"7",1987,22.5
80,1987-07-06,"7",1987,26.6666666666667
80,1987-07-07,"7",1987,26.6666666666667
80.5,1987-07-08,"7",1987,26.9444444444444
80.5,1987-07-09,"7",1987,26.9444444444444
80,1987-07-10,"7",1987,26.6666666666667
80,1987-07-11,"7",1987,26.6666666666667
79.5,1987-07-12,"7",1987,26.3888888888889
64.5,1987-07-13,"7",1987,18.0555555555556
67,1987-07-14,"7",1987,19.4444444444444
63,1987-07-15,"7",1987,17.2222222222222
65.5,1987-07-16,"7",1987,18.6111111111111
78,1987-07-17,"7",1987,25.5555555555556
79.5,1987-07-18,"7",1987,26.3888888888889
84.5,1987-07-19,"7",1987,29.1666666666667
81.5,1987-07-20,"7",1987,27.5
81,1987-07-21,"7",1987,27.2222222222222
80.5,1987-07-22,"7",1987,26.9444444444444
82,1987-07-23,"7",1987,27.7777777777778
83,1987-07-24,"7",1987,28.3333333333333
84.5,1987-07-25,"7",1987,29.1666666666667
78.5,1987-07-26,"7",1987,25.8333333333333
71,1987-07-27,"7",1987,21.6666666666667
72.5,1987-07-28,"7",1987,22.5
78,1987-07-29,"7",1987,25.5555555555556
79.5,1987-07-30,"7",1987,26.3888888888889
80.5,1987-07-31,"7",1987,26.9444444444444
87,1987-08-01,"8",1987,30.5555555555556
86,1987-08-02,"8",1987,30
83,1987-08-03,"8",1987,28.3333333333333
75,1987-08-04,"8",1987,23.8888888888889
72,1987-08-05,"8",1987,22.2222222222222
72,1987-08-06,"8",1987,22.2222222222222
79.5,1987-08-07,"8",1987,26.3888888888889
73.5,1987-08-08,"8",1987,23.0555555555556
72.5,1987-08-09,"8",1987,22.5
71,1987-08-10,"8",1987,21.6666666666667
74.5,1987-08-11,"8",1987,23.6111111111111
76,1987-08-12,"8",1987,24.4444444444444
75.5,1987-08-13,"8",1987,24.1666666666667
74,1987-08-14,"8",1987,23.3333333333333
79.5,1987-08-15,"8",1987,26.3888888888889
80,1987-08-16,"8",1987,26.6666666666667
73.5,1987-08-17,"8",1987,23.0555555555556
69.5,1987-08-18,"8",1987,20.8333333333333
70,1987-08-19,"8",1987,21.1111111111111
70,1987-08-20,"8",1987,21.1111111111111
76,1987-08-21,"8",1987,24.4444444444444
71.5,1987-08-22,"8",1987,21.9444444444444
63,1987-08-23,"8",1987,17.2222222222222
61.5,1987-08-24,"8",1987,16.3888888888889
59,1987-08-25,"8",1987,15
62,1987-08-26,"8",1987,16.6666666666667
63.5,1987-08-27,"8",1987,17.5
63.5,1987-08-28,"8",1987,17.5
65.5,1987-08-29,"8",1987,18.6111111111111
72,1987-08-30,"8",1987,22.2222222222222
62,1987-08-31,"8",1987,16.6666666666667
64,1987-09-01,"9",1987,17.7777777777778
61.5,1987-09-02,"9",1987,16.3888888888889
60.5,1987-09-03,"9",1987,15.8333333333333
69,1987-09-04,"9",1987,20.5555555555556
73,1987-09-05,"9",1987,22.7777777777778
75,1987-09-06,"9",1987,23.8888888888889
70.5,1987-09-07,"9",1987,21.3888888888889
72,1987-09-08,"9",1987,22.2222222222222
68.5,1987-09-09,"9",1987,20.2777777777778
67.5,1987-09-10,"9",1987,19.7222222222222
69,1987-09-11,"9",1987,20.5555555555556
68,1987-09-12,"9",1987,20
59,1987-09-13,"9",1987,15
61.5,1987-09-14,"9",1987,16.3888888888889
72,1987-09-15,"9",1987,22.2222222222222
69,1987-09-16,"9",1987,20.5555555555556
67.5,1987-09-17,"9",1987,19.7222222222222
63.5,1987-09-18,"9",1987,17.5
61,1987-09-19,"9",1987,16.1111111111111
57,1987-09-20,"9",1987,13.8888888888889
55.5,1987-09-21,"9",1987,13.0555555555556
61,1987-09-22,"9",1987,16.1111111111111
63,1987-09-23,"9",1987,17.2222222222222
59.5,1987-09-24,"9",1987,15.2777777777778
56.5,1987-09-25,"9",1987,13.6111111111111
65,1987-09-26,"9",1987,18.3333333333333
75.5,1987-09-27,"9",1987,24.1666666666667
69,1987-09-28,"9",1987,20.5555555555556
61.5,1987-09-29,"9",1987,16.3888888888889
55,1987-09-30,"9",1987,12.7777777777778
55.5,1987-10-01,"10",1987,13.0555555555556
47,1987-10-02,"10",1987,8.33333333333333
42.5,1987-10-03,"10",1987,5.83333333333333
52,1987-10-04,"10",1987,11.1111111111111
60,1987-10-05,"10",1987,15.5555555555556
45.5,1987-10-06,"10",1987,7.5
39.5,1987-10-07,"10",1987,4.16666666666667
41.5,1987-10-08,"10",1987,5.27777777777778
53.5,1987-10-09,"10",1987,11.9444444444444
42.5,1987-10-10,"10",1987,5.83333333333333
39,1987-10-11,"10",1987,3.88888888888889
42.5,1987-10-12,"10",1987,5.83333333333333
49.5,1987-10-13,"10",1987,9.72222222222222
55.5,1987-10-14,"10",1987,13.0555555555556
63,1987-10-15,"10",1987,17.2222222222222
62.5,1987-10-16,"10",1987,16.9444444444444
48,1987-10-17,"10",1987,8.88888888888889
53.5,1987-10-18,"10",1987,11.9444444444444
49.5,1987-10-19,"10",1987,9.72222222222222
45.5,1987-10-20,"10",1987,7.5
37,1987-10-21,"10",1987,2.77777777777778
43,1987-10-22,"10",1987,6.11111111111111
39,1987-10-23,"10",1987,3.88888888888889
38.5,1987-10-24,"10",1987,3.61111111111111
42,1987-10-25,"10",1987,5.55555555555556
44.5,1987-10-26,"10",1987,6.94444444444444
44.5,1987-10-27,"10",1987,6.94444444444444
38.5,1987-10-28,"10",1987,3.61111111111111
44.5,1987-10-29,"10",1987,6.94444444444444
54.5,1987-10-30,"10",1987,12.5
52,1987-10-31,"10",1987,11.1111111111111
58,1987-11-01,"11",1987,14.4444444444444
64,1987-11-02,"11",1987,17.7777777777778
66,1987-11-03,"11",1987,18.8888888888889
56.5,1987-11-04,"11",1987,13.6111111111111
40.5,1987-11-05,"11",1987,4.72222222222222
39.5,1987-11-06,"11",1987,4.16666666666667
45.5,1987-11-07,"11",1987,7.5
49.5,1987-11-08,"11",1987,9.72222222222222
35,1987-11-09,"11",1987,1.66666666666667
34,1987-11-10,"11",1987,1.11111111111111
35,1987-11-11,"11",1987,1.66666666666667
43.5,1987-11-12,"11",1987,6.38888888888889
48.5,1987-11-13,"11",1987,9.16666666666667
47,1987-11-14,"11",1987,8.33333333333333
50.5,1987-11-15,"11",1987,10.2777777777778
56,1987-11-16,"11",1987,13.3333333333333
50,1987-11-17,"11",1987,10
38,1987-11-18,"11",1987,3.33333333333333
37.5,1987-11-19,"11",1987,3.05555555555556
27.5,1987-11-20,"11",1987,-2.5
25.5,1987-11-21,"11",1987,-3.61111111111111
42,1987-11-22,"11",1987,5.55555555555556
43.5,1987-11-23,"11",1987,6.38888888888889
39.5,1987-11-24,"11",1987,4.16666666666667
40,1987-11-25,"11",1987,4.44444444444444
40,1987-11-26,"11",1987,4.44444444444444
40.5,1987-11-27,"11",1987,4.72222222222222
47,1987-11-28,"11",1987,8.33333333333333
39,1987-11-29,"11",1987,3.88888888888889
37,1987-11-30,"11",1987,2.77777777777778
32,1987-12-01,"12",1987,0
30,1987-12-02,"12",1987,-1.11111111111111
30.5,1987-12-03,"12",1987,-0.833333333333333
27,1987-12-04,"12",1987,-2.77777777777778
27,1987-12-05,"12",1987,-2.77777777777778
31.5,1987-12-06,"12",1987,-0.277777777777778
38.5,1987-12-07,"12",1987,3.61111111111111
46.5,1987-12-08,"12",1987,8.05555555555556
49.5,1987-12-09,"12",1987,9.72222222222222
38,1987-12-10,"12",1987,3.33333333333333
41,1987-12-11,"12",1987,5
35,1987-12-12,"12",1987,1.66666666666667
31.5,1987-12-13,"12",1987,-0.277777777777778
30,1987-12-14,"12",1987,-1.11111111111111
31,1987-12-15,"12",1987,-0.555555555555556
27.5,1987-12-16,"12",1987,-2.5
20.5,1987-12-17,"12",1987,-6.38888888888889
23,1987-12-18,"12",1987,-5
34,1987-12-19,"12",1987,1.11111111111111
34,1987-12-20,"12",1987,1.11111111111111
33,1987-12-21,"12",1987,0.555555555555556
35,1987-12-22,"12",1987,1.66666666666667
35.5,1987-12-23,"12",1987,1.94444444444444
41,1987-12-24,"12",1987,5
33,1987-12-25,"12",1987,0.555555555555556
27.5,1987-12-26,"12",1987,-2.5
29,1987-12-27,"12",1987,-1.66666666666667
33.5,1987-12-28,"12",1987,0.833333333333333
24.5,1987-12-29,"12",1987,-4.16666666666667
25.5,1987-12-30,"12",1987,-3.61111111111111
23.5,1987-12-31,"12",1987,-4.72222222222222
3.5,1988-01-01,"1",1988,-15.8333333333333
15,1988-01-02,"1",1988,-9.44444444444444
24.5,1988-01-03,"1",1988,-4.16666666666667
5,1988-01-04,"1",1988,-15
-6.5,1988-01-05,"1",1988,-21.3888888888889
-5.5,1988-01-06,"1",1988,-20.8333333333333
3,1988-01-07,"1",1988,-16.1111111111111
8.5,1988-01-08,"1",1988,-13.0555555555556
0.5,1988-01-09,"1",1988,-17.5
1.5,1988-01-10,"1",1988,-16.9444444444444
24,1988-01-11,"1",1988,-4.44444444444444
28.5,1988-01-12,"1",1988,-1.94444444444444
12,1988-01-13,"1",1988,-11.1111111111111
11,1988-01-14,"1",1988,-11.6666666666667
28,1988-01-15,"1",1988,-2.22222222222222
39,1988-01-16,"1",1988,3.88888888888889
37,1988-01-17,"1",1988,2.77777777777778
33.5,1988-01-18,"1",1988,0.833333333333333
35.5,1988-01-19,"1",1988,1.94444444444444
34,1988-01-20,"1",1988,1.11111111111111
28.5,1988-01-21,"1",1988,-1.94444444444444
27,1988-01-22,"1",1988,-2.77777777777778
21,1988-01-23,"1",1988,-6.11111111111111
24.5,1988-01-24,"1",1988,-4.16666666666667
14.5,1988-01-25,"1",1988,-9.72222222222222
9,1988-01-26,"1",1988,-12.7777777777778
7,1988-01-27,"1",1988,-13.8888888888889
21.5,1988-01-28,"1",1988,-5.83333333333333
35.5,1988-01-29,"1",1988,1.94444444444444
50.5,1988-01-30,"1",1988,10.2777777777778
46,1988-01-31,"1",1988,7.77777777777778
28,1988-02-01,"2",1988,-2.22222222222222
22.5,1988-02-02,"2",1988,-5.27777777777778
24,1988-02-03,"2",1988,-4.44444444444444
16.5,1988-02-04,"2",1988,-8.61111111111111
4,1988-02-05,"2",1988,-15.5555555555556
3,1988-02-06,"2",1988,-16.1111111111111
16.5,1988-02-07,"2",1988,-8.61111111111111
14.5,1988-02-08,"2",1988,-9.72222222222222
17.5,1988-02-09,"2",1988,-8.05555555555556
16,1988-02-10,"2",1988,-8.88888888888889
16,1988-02-11,"2",1988,-8.88888888888889
9,1988-02-12,"2",1988,-12.7777777777778
7,1988-02-13,"2",1988,-13.8888888888889
27.5,1988-02-14,"2",1988,-2.5
26,1988-02-15,"2",1988,-3.33333333333333
26.5,1988-02-16,"2",1988,-3.05555555555556
31,1988-02-17,"2",1988,-0.555555555555556
31.5,1988-02-18,"2",1988,-0.277777777777778
32,1988-02-19,"2",1988,0
21.5,1988-02-20,"2",1988,-5.83333333333333
16.5,1988-02-21,"2",1988,-8.61111111111111
40,1988-02-22,"2",1988,4.44444444444444
27,1988-02-23,"2",1988,-2.77777777777778
22,1988-02-24,"2",1988,-5.55555555555556
20.5,1988-02-25,"2",1988,-6.38888888888889
39.5,1988-02-26,"2",1988,4.16666666666667
32,1988-02-27,"2",1988,0
34.5,1988-02-28,"2",1988,1.38888888888889
39.5,1988-02-29,"2",1988,4.16666666666667
41,1988-03-01,"3",1988,5
35.5,1988-03-02,"3",1988,1.94444444444444
27,1988-03-03,"3",1988,-2.77777777777778
28.5,1988-03-04,"3",1988,-1.94444444444444
31,1988-03-05,"3",1988,-0.555555555555556
36,1988-03-06,"3",1988,2.22222222222222
42,1988-03-07,"3",1988,5.55555555555556
48.5,1988-03-08,"3",1988,9.16666666666667
34,1988-03-09,"3",1988,1.11111111111111
38,1988-03-10,"3",1988,3.33333333333333
46.5,1988-03-11,"3",1988,8.05555555555556
43,1988-03-12,"3",1988,6.11111111111111
26.5,1988-03-13,"3",1988,-3.05555555555556
24,1988-03-14,"3",1988,-4.44444444444444
23.5,1988-03-15,"3",1988,-4.72222222222222
32.5,1988-03-16,"3",1988,0.277777777777778
34,1988-03-17,"3",1988,1.11111111111111
34.5,1988-03-18,"3",1988,1.38888888888889
32,1988-03-19,"3",1988,0
28.5,1988-03-20,"3",1988,-1.94444444444444
30,1988-03-21,"3",1988,-1.11111111111111
46.5,1988-03-22,"3",1988,8.05555555555556
56,1988-03-23,"3",1988,13.3333333333333
56.5,1988-03-24,"3",1988,13.6111111111111
53,1988-03-25,"3",1988,11.6666666666667
39,1988-03-26,"3",1988,3.88888888888889
40,1988-03-27,"3",1988,4.44444444444444
48.5,1988-03-28,"3",1988,9.16666666666667
45.5,1988-03-29,"3",1988,7.5
40.5,1988-03-30,"3",1988,4.72222222222222
42,1988-03-31,"3",1988,5.55555555555556
42,1988-04-01,"4",1988,5.55555555555556
54,1988-04-02,"4",1988,12.2222222222222
53.5,1988-04-03,"4",1988,11.9444444444444
57.5,1988-04-04,"4",1988,14.1666666666667
69.5,1988-04-05,"4",1988,20.8333333333333
50,1988-04-06,"4",1988,10
50,1988-04-07,"4",1988,10
51.5,1988-04-08,"4",1988,10.8333333333333
52.5,1988-04-09,"4",1988,11.3888888888889
43,1988-04-10,"4",1988,6.11111111111111
46,1988-04-11,"4",1988,7.77777777777778
47.5,1988-04-12,"4",1988,8.61111111111111
53,1988-04-13,"4",1988,11.6666666666667
43,1988-04-14,"4",1988,6.11111111111111
41.5,1988-04-15,"4",1988,5.27777777777778
47.5,1988-04-16,"4",1988,8.61111111111111
59,1988-04-17,"4",1988,15
42.5,1988-04-18,"4",1988,5.83333333333333
40.5,1988-04-19,"4",1988,4.72222222222222
45.5,1988-04-20,"4",1988,7.5
37,1988-04-21,"4",1988,2.77777777777778
45.5,1988-04-22,"4",1988,7.5
44,1988-04-23,"4",1988,6.66666666666667
45,1988-04-24,"4",1988,7.22222222222222
54,1988-04-25,"4",1988,12.2222222222222
48.5,1988-04-26,"4",1988,9.16666666666667
39.5,1988-04-27,"4",1988,4.16666666666667
48.5,1988-04-28,"4",1988,9.16666666666667
49,1988-04-29,"4",1988,9.44444444444444
54,1988-04-30,"4",1988,12.2222222222222
53,1988-05-01,"5",1988,11.6666666666667
57,1988-05-02,"5",1988,13.8888888888889
56.5,1988-05-03,"5",1988,13.6111111111111
52.5,1988-05-04,"5",1988,11.3888888888889
54.5,1988-05-05,"5",1988,12.5
61.5,1988-05-06,"5",1988,16.3888888888889
62,1988-05-07,"5",1988,16.6666666666667
67.5,1988-05-08,"5",1988,19.7222222222222
56,1988-05-09,"5",1988,13.3333333333333
57,1988-05-10,"5",1988,13.8888888888889
60.5,1988-05-11,"5",1988,15.8333333333333
67,1988-05-12,"5",1988,19.4444444444444
58,1988-05-13,"5",1988,14.4444444444444
60,1988-05-14,"5",1988,15.5555555555556
71,1988-05-15,"5",1988,21.6666666666667
55.5,1988-05-16,"5",1988,13.0555555555556
52,1988-05-17,"5",1988,11.1111111111111
55,1988-05-18,"5",1988,12.7777777777778
60,1988-05-19,"5",1988,15.5555555555556
63,1988-05-20,"5",1988,17.2222222222222
64.5,1988-05-21,"5",1988,18.0555555555556
66,1988-05-22,"5",1988,18.8888888888889
53.5,1988-05-23,"5",1988,11.9444444444444
53,1988-05-24,"5",1988,11.6666666666667
48.5,1988-05-25,"5",1988,9.16666666666667
60.5,1988-05-26,"5",1988,15.8333333333333
69.5,1988-05-27,"5",1988,20.8333333333333
73,1988-05-28,"5",1988,22.7777777777778
74,1988-05-29,"5",1988,23.3333333333333
75.5,1988-05-30,"5",1988,24.1666666666667
76,1988-05-31,"5",1988,24.4444444444444
76.5,1988-06-01,"6",1988,24.7222222222222
63,1988-06-02,"6",1988,17.2222222222222
58.5,1988-06-03,"6",1988,14.7222222222222
62.5,1988-06-04,"6",1988,16.9444444444444
73,1988-06-05,"6",1988,22.7777777777778
78,1988-06-06,"6",1988,25.5555555555556
79,1988-06-07,"6",1988,26.1111111111111
63,1988-06-08,"6",1988,17.2222222222222
56,1988-06-09,"6",1988,13.3333333333333
56,1988-06-10,"6",1988,13.3333333333333
67,1988-06-11,"6",1988,19.4444444444444
72,1988-06-12,"6",1988,22.2222222222222
78,1988-06-13,"6",1988,25.5555555555556
82,1988-06-14,"6",1988,27.7777777777778
81.5,1988-06-15,"6",1988,27.5
71,1988-06-16,"6",1988,21.6666666666667
68.5,1988-06-17,"6",1988,20.2777777777778
74.5,1988-06-18,"6",1988,23.6111111111111
82,1988-06-19,"6",1988,27.7777777777778
88.5,1988-06-20,"6",1988,31.3888888888889
86.5,1988-06-21,"6",1988,30.2777777777778
82.5,1988-06-22,"6",1988,28.0555555555556
70,1988-06-23,"6",1988,21.1111111111111
77.5,1988-06-24,"6",1988,25.2777777777778
84.5,1988-06-25,"6",1988,29.1666666666667
63.5,1988-06-26,"6",1988,17.5
64,1988-06-27,"6",1988,17.7777777777778
72.5,1988-06-28,"6",1988,22.5
63,1988-06-29,"6",1988,17.2222222222222
61.5,1988-06-30,"6",1988,16.3888888888889
66,1988-07-01,"7",1988,18.8888888888889
65,1988-07-02,"7",1988,18.3333333333333
69.5,1988-07-03,"7",1988,20.8333333333333
73,1988-07-04,"7",1988,22.7777777777778
79.5,1988-07-05,"7",1988,26.3888888888889
82.5,1988-07-06,"7",1988,28.0555555555556
85,1988-07-07,"7",1988,29.4444444444444
83,1988-07-08,"7",1988,28.3333333333333
82.5,1988-07-09,"7",1988,28.0555555555556
75.5,1988-07-10,"7",1988,24.1666666666667
76.5,1988-07-11,"7",1988,24.7222222222222
71.5,1988-07-12,"7",1988,21.9444444444444
80,1988-07-13,"7",1988,26.6666666666667
87,1988-07-14,"7",1988,30.5555555555556
86.5,1988-07-15,"7",1988,30.2777777777778
85,1988-07-16,"7",1988,29.4444444444444
78,1988-07-17,"7",1988,25.5555555555556
71.5,1988-07-18,"7",1988,21.9444444444444
75,1988-07-19,"7",1988,23.8888888888889
74,1988-07-20,"7",1988,23.3333333333333
71.5,1988-07-21,"7",1988,21.9444444444444
71,1988-07-22,"7",1988,21.6666666666667
72,1988-07-23,"7",1988,22.2222222222222
75.5,1988-07-24,"7",1988,24.1666666666667
75.5,1988-07-25,"7",1988,24.1666666666667
73.5,1988-07-26,"7",1988,23.0555555555556
76,1988-07-27,"7",1988,24.4444444444444
84,1988-07-28,"7",1988,28.8888888888889
83,1988-07-29,"7",1988,28.3333333333333
82.5,1988-07-30,"7",1988,28.0555555555556
79,1988-07-31,"7",1988,26.1111111111111
89,1988-08-01,"8",1988,31.6666666666667
89.5,1988-08-02,"8",1988,31.9444444444444
88,1988-08-03,"8",1988,31.1111111111111
87,1988-08-04,"8",1988,30.5555555555556
76.5,1988-08-05,"8",1988,24.7222222222222
76.5,1988-08-06,"8",1988,24.7222222222222
78,1988-08-07,"8",1988,25.5555555555556
84,1988-08-08,"8",1988,28.8888888888889
79,1988-08-09,"8",1988,26.1111111111111
76.5,1988-08-10,"8",1988,24.7222222222222
82,1988-08-11,"8",1988,27.7777777777778
